GAME_ID,home_team,away_team,hs_minutes,hs_FGM,hs_FGA,hs_3PM,hs_3PA,hs_FTM,hs_FTA,hs_OREB,hs_DREB,hs_AST,hs_STL,hs_BLK,hs_TO,hs_FOUL,ht_minutes,ht_FGM,ht_FGA,ht_3PM,ht_3PA,ht_FTM,ht_FTA,ht_OREB,ht_DREB,ht_AST,ht_STL,ht_BLK,ht_TO,ht_FOUL,as_minutes,as_FGM,as_FGA,as_3PM,as_3PA,as_FTM,as_FTA,as_OREB,as_DREB,as_AST,as_STL,as_BLK,as_TO,as_FOUL,at_minutes,at_FGM,at_FGA,at_3PM,at_3PA,at_FTM,at_FTA,at_OREB,at_DREB,at_AST,at_STL,at_BLK,at_TO,at_FOUL
22301195,NOP,LAL,65:32:00,11,26,6,15,6,6,3,10,10,0,0,7,4,120:00:00,18,42,9,25,8,8,3,14,13,2,0,9,7,93:37:00,28,46,4,12,1,1,4,14,21,7,1,5,4,120:00:00,31,51,5,14,3,3,4,17,23,7,1,6,7
22301192,PHI,BKN,76:20:00,15,32,5,12,5,6,1,16,9,1,3,3,4,120:00:00,20,47,7,21,8,9,3,24,16,3,4,3,6,83:40:00,13,29,5,9,3,4,0,13,7,0,1,3,5,120:00:00,18,46,5,17,3,4,2,20,11,1,4,4,6
22301194,MIN,PHX,84:34:00,12,17,5,7,7,9,3,10,4,2,3,14,6,120:00:00,19,29,7,13,8,11,3,13,11,3,3,19,9,86:43:00,22,37,8,12,4,5,5,4,12,10,2,2,7,120:00:00,26,47,9,16,5,6,6,5,16,10,2,6,11
22301191,ORL,MIL,87:59:00,12,31,3,13,8,9,2,18,8,3,3,4,6,120:00:00,18,41,3,14,8,9,3,23,11,4,3,7,8,90:10:00,11,35,3,11,12,13,4,15,7,5,2,6,5,120:00:00,13,42,4,16,12,13,5,18,7,6,2,7,7
22301187,CLE,CHA,76:51:00,12,24,4,7,4,4,3,14,16,1,1,4,1,120:00:00,23,47,8,18,4,6,5,18,18,1,1,5,4,73:17:00,12,29,6,16,0,0,3,11,12,1,3,1,3,120:00:00,22,49,11,25,2,3,6,20,19,4,3,5,5
22301195,NOP,LAL,65:32:00,11,26,6,15,6,6,3,10,10,0,0,7,4,120:00:00,18,42,9,25,8,8,3,14,13,2,0,9,7,93:37:00,28,46,4,12,1,1,4,14,21,7,1,5,4,120:00:00,31,51,5,14,3,3,4,17,23,7,1,6,7
22301196,OKC,DAL,66:29:00,20,37,3,14,7,7,5,11,17,0,1,3,5,120:00:00,32,53,7,20,11,11,8,23,21,3,2,6,10,75:57:00,5,24,3,12,3,5,1,4,6,3,0,5,8,120:00:00,15,44,5,19,6,9,2,9,11,4,0,9,10
22301188,IND,ATL,65:51:00,23,32,4,9,5,7,4,12,11,4,4,3,9,120:00:00,35,55,9,20,7,9,10,16,18,4,4,6,13,83:40:00,18,33,5,11,13,14,3,6,12,3,0,6,5,120:00:00,24,44,7,16,17,18,4,10,15,3,4,6,9
22301199,LAC,HOU,78:29:00,14,33,2,9,6,7,4,13,7,2,1,2,2,120:00:00,20,46,2,10,9,11,7,18,9,8,3,7,5,84:40:00,14,35,5,18,2,4,7,11,9,2,2,6,4,120:00:00,20,49,6,23,2,6,10,18,11,3,3,11,8
22301194,MIN,PHX,84:34:00,12,17,5,7,7,9,3,10,4,2,3,14,6,120:00:00,19,29,7,13,8,11,3,13,11,3,3,19,9,86:43:00,22,37,8,12,4,5,5,4,12,10,2,2,7,120:00:00,26,47,9,16,5,6,6,5,16,10,2,6,11
22301186,BOS,WAS,79:27:00,17,32,8,16,4,5,2,12,14,1,3,1,5,120:00:00,26,44,9,18,8,12,4,17,16,5,9,6,9,78:34:00,9,26,1,10,5,5,3,11,7,0,1,3,7,120:00:00,23,51,5,19,8,8,5,15,14,2,1,6,9
22301186,BOS,WAS,79:27:00,17,32,8,16,4,5,2,12,14,1,3,1,5,120:00:00,26,44,9,18,8,12,4,17,16,5,9,6,9,78:34:00,9,26,1,10,5,5,3,11,7,0,1,3,7,120:00:00,23,51,5,19,8,8,5,15,14,2,1,6,9
22301196,OKC,DAL,66:29:00,20,37,3,14,7,7,5,11,17,0,1,3,5,120:00:00,32,53,7,20,11,11,8,23,21,3,2,6,10,75:57:00,5,24,3,12,3,5,1,4,6,3,0,5,8,120:00:00,15,44,5,19,6,9,2,9,11,4,0,9,10
22301198,GSW,UTA,73:21:00,15,29,5,14,9,10,1,9,10,2,1,2,5,120:00:00,23,45,8,20,9,10,3,16,16,5,2,6,6,68:26:00,15,28,2,8,3,5,5,11,5,2,0,8,4,120:00:00,24,45,5,17,3,7,5,17,10,4,3,10,9
22301200,SAC,POR,87:10:00,20,33,6,14,6,7,2,15,12,8,1,6,6,120:00:00,24,44,10,21,7,9,3,21,18,8,2,7,7,89:10:00,11,39,1,21,3,3,8,12,5,3,0,8,6,120:00:00,15,52,2,27,5,5,11,18,7,7,1,10,6
22301190,NYK,CHI,90:51:00,18,38,4,11,4,6,7,12,11,5,0,6,4,120:00:00,20,45,4,14,6,8,7,16,13,5,0,7,5,87:28:00,19,32,4,10,3,4,3,12,7,4,1,7,3,120:00:00,20,44,4,17,3,4,7,17,10,6,3,9,9
22301192,PHI,BKN,76:20:00,15,32,5,12,5,6,1,16,9,1,3,3,4,120:00:00,20,47,7,21,8,9,3,24,16,3,4,3,6,83:40:00,13,29,5,9,3,4,0,13,7,0,1,3,5,120:00:00,18,46,5,17,3,4,2,20,11,1,4,4,6
22301200,SAC,POR,87:10:00,20,33,6,14,6,7,2,15,12,8,1,6,6,120:00:00,24,44,10,21,7,9,3,21,18,8,2,7,7,89:10:00,11,39,1,21,3,3,8,12,5,3,0,8,6,120:00:00,15,52,2,27,5,5,11,18,7,7,1,10,6
22301198,GSW,UTA,73:21:00,15,29,5,14,9,10,1,9,10,2,1,2,5,120:00:00,23,45,8,20,9,10,3,16,16,5,2,6,6,68:26:00,15,28,2,8,3,5,5,11,5,2,0,8,4,120:00:00,24,45,5,17,3,7,5,17,10,4,3,10,9
22301190,NYK,CHI,90:51:00,18,38,4,11,4,6,7,12,11,5,0,6,4,120:00:00,20,45,4,14,6,8,7,16,13,5,0,7,5,87:28:00,19,32,4,10,3,4,3,12,7,4,1,7,3,120:00:00,20,44,4,17,3,4,7,17,10,6,3,9,9
22301189,MIA,TOR,66:59:00,18,32,5,11,6,7,6,10,11,5,0,7,4,120:00:00,25,44,7,17,10,11,6,17,19,9,3,9,9,78:02:00,12,29,1,11,7,9,3,11,5,2,1,11,6,120:00:00,18,42,1,13,9,12,6,13,10,2,1,13,11
22301188,IND,ATL,65:51:00,23,32,4,9,5,7,4,12,11,4,4,3,9,120:00:00,35,55,9,20,7,9,10,16,18,4,4,6,13,83:40:00,18,33,5,11,13,14,3,6,12,3,0,6,5,120:00:00,24,44,7,16,17,18,4,10,15,3,4,6,9
22301199,LAC,HOU,78:29:00,14,33,2,9,6,7,4,13,7,2,1,2,2,120:00:00,20,46,2,10,9,11,7,18,9,8,3,7,5,84:40:00,14,35,5,18,2,4,7,11,9,2,2,6,4,120:00:00,20,49,6,23,2,6,10,18,11,3,3,11,8
22301193,MEM,DEN,87:54:00,19,44,4,15,6,9,12,13,7,3,1,7,6,120:00:00,22,55,4,16,6,9,13,14,9,3,1,7,9,81:09:00,19,34,4,13,7,9,5,16,14,2,4,7,3,120:00:00,25,49,7,19,9,11,9,20,16,3,4,8,9
22301197,SAS,DET,73:38:00,16,31,4,9,5,6,4,17,14,3,0,4,4,120:00:00,25,46,8,16,5,6,6,26,18,4,1,9,6,78:09:00,10,32,1,7,2,3,5,13,6,3,2,5,1,120:00:00,17,52,2,16,4,5,6,16,7,5,2,7,4
22301187,CLE,CHA,76:51:00,12,24,4,7,4,4,3,14,16,1,1,4,1,120:00:00,23,47,8,18,4,6,5,18,18,1,1,5,4,73:17:00,12,29,6,16,0,0,3,11,12,1,3,1,3,120:00:00,22,49,11,25,2,3,6,20,19,4,3,5,5
22301191,ORL,MIL,87:59:00,12,31,3,13,8,9,2,18,8,3,3,4,6,120:00:00,18,41,3,14,8,9,3,23,11,4,3,7,8,90:10:00,11,35,3,11,12,13,4,15,7,5,2,6,5,120:00:00,13,42,4,16,12,13,5,18,7,6,2,7,7
22301189,MIA,TOR,66:59:00,18,32,5,11,6,7,6,10,11,5,0,7,4,120:00:00,25,44,7,17,10,11,6,17,19,9,3,9,9,78:02:00,12,29,1,11,7,9,3,11,5,2,1,11,6,120:00:00,18,42,1,13,9,12,6,13,10,2,1,13,11
22301197,SAS,DET,73:38:00,16,31,4,9,5,6,4,17,14,3,0,4,4,120:00:00,25,46,8,16,5,6,6,26,18,4,1,9,6,78:09:00,10,32,1,7,2,3,5,13,6,3,2,5,1,120:00:00,17,52,2,16,4,5,6,16,7,5,2,7,4
22301193,MEM,DEN,87:54:00,19,44,4,15,6,9,12,13,7,3,1,7,6,120:00:00,22,55,4,16,6,9,13,14,9,3,1,7,9,81:09:00,19,34,4,13,7,9,5,16,14,2,4,7,3,120:00:00,25,49,7,19,9,11,9,20,16,3,4,8,9
22301180,SAS,DEN,79:26:00,12,27,3,10,9,13,0,16,9,1,1,8,4,120:00:00,18,40,5,16,9,13,3,19,11,2,1,11,8,74:24:00,21,33,7,12,5,5,1,11,9,2,1,3,3,120:00:00,27,51,8,20,6,7,3,18,16,4,2,4,7
22301185,SAC,PHX,93:10:00,17,36,4,12,9,10,2,14,8,9,0,2,5,120:00:00,20,43,5,15,9,10,2,15,11,9,0,4,8,88:14:00,14,28,2,7,7,7,1,14,6,1,1,12,7,120:00:00,17,36,4,13,7,7,1,18,9,2,2,12,8
22301179,OKC,MIL,76:13:00,17,31,3,11,10,10,3,11,8,5,5,2,1,120:00:00,26,47,5,19,12,13,5,15,14,10,5,3,3,82:58:00,16,33,4,10,4,4,5,11,15,2,0,7,6,120:00:00,21,46,6,15,4,4,7,15,15,2,0,10,9
22301175,NYK,BKN,84:23:00,9,28,5,12,6,6,2,7,8,2,1,2,6,120:00:00,18,43,9,17,9,10,4,12,12,3,1,3,7,81:42:00,18,33,4,10,5,6,6,12,9,0,2,4,4,120:00:00,25,45,8,18,5,6,7,15,12,2,2,4,9
22301179,OKC,MIL,76:13:00,17,31,3,11,10,10,3,11,8,5,5,2,1,120:00:00,26,47,5,19,12,13,5,15,14,10,5,3,3,82:58:00,16,33,4,10,4,4,5,11,15,2,0,7,6,120:00:00,21,46,6,15,4,4,7,15,15,2,0,10,9
22301176,MIA,TOR,77:08:00,18,30,6,14,5,6,3,8,15,1,0,1,5,120:00:00,25,43,9,22,7,8,3,14,21,3,1,1,8,76:35:00,13,27,2,9,8,9,2,11,8,0,0,7,7,120:00:00,18,37,4,13,10,11,3,13,11,0,0,8,10
22301183,POR,HOU,84:23:00,12,32,6,13,3,6,2,10,9,2,0,5,2,120:00:00,15,43,7,17,3,6,3,16,10,2,2,5,3,78:43:00,17,30,2,11,1,1,6,15,6,1,3,4,3,120:00:00,24,48,5,21,1,1,6,23,13,3,3,5,5
22301177,MEM,LAL,91:59:00,22,46,10,22,8,11,5,8,9,6,2,3,7,120:00:00,23,51,10,25,8,11,7,12,12,7,2,4,11,82:30:00,19,32,6,14,8,10,2,12,14,2,2,10,4,120:00:00,24,41,9,20,11,13,2,17,16,2,3,10,7
22301178,MIN,ATL,71:28:00,13,24,2,9,3,4,3,15,11,3,3,6,10,120:00:00,19,38,6,19,12,14,4,19,16,5,4,8,12,79:23:00,15,33,1,8,9,12,1,8,9,2,0,7,7,120:00:00,18,42,1,11,10,16,3,15,12,2,0,8,14
22301184,LAC,UTA,49:20:00,11,18,3,7,4,5,6,3,6,2,2,2,1,120:00:00,23,45,5,18,9,13,8,12,10,3,3,6,8,56:46:00,9,20,3,9,4,7,3,6,3,2,0,4,4,120:00:00,23,48,4,22,11,14,9,14,13,3,1,5,8
22301172,WAS,CHI,83:13:00,17,31,9,19,6,10,1,15,10,1,1,5,4,120:00:00,22,45,10,25,8,12,2,17,17,3,2,5,7,77:49:00,19,34,6,12,5,7,4,14,10,3,2,4,8,120:00:00,26,51,8,17,5,7,7,19,17,5,3,6,10
22301173,BOS,CHA,82:29:00,21,39,6,19,0,0,3,12,14,2,0,3,5,120:00:00,30,52,7,21,2,5,9,19,17,6,0,4,8,75:00:00,10,23,3,9,2,2,0,8,10,1,2,7,3,120:00:00,16,37,8,16,3,4,1,11,12,1,3,11,9
22301183,POR,HOU,84:23:00,12,32,6,13,3,6,2,10,9,2,0,5,2,120:00:00,15,43,7,17,3,6,3,16,10,2,2,5,3,78:43:00,17,30,2,11,1,1,6,15,6,1,3,4,3,120:00:00,24,48,5,21,1,1,6,23,13,3,3,5,5
22301181,DAL,DET,67:10:00,11,21,2,6,2,4,0,10,9,1,1,7,3,120:00:00,20,39,4,13,2,4,0,19,15,4,4,11,4,73:05:00,10,28,3,9,2,2,2,11,7,4,2,4,2,120:00:00,23,47,5,12,2,2,2,18,14,7,3,5,5
22301182,GSW,NOP,75:01:00,12,29,4,9,5,6,1,14,7,2,0,8,5,120:00:00,18,41,5,12,7,8,3,20,11,4,2,10,7,89:05:00,19,42,8,16,4,6,1,15,12,6,2,5,4,120:00:00,23,48,11,21,5,7,3,20,16,6,2,5,6
22301171,PHI,ORL,82:00:00,17,34,8,16,13,15,1,11,10,1,3,5,8,120:00:00,22,43,11,20,13,15,2,17,13,3,3,6,14,70:12:00,13,28,3,9,10,15,2,11,7,0,2,3,6,120:00:00,22,45,3,11,14,19,5,17,12,3,2,7,10
22301174,CLE,IND,77:47:00,22,37,4,9,3,6,5,12,13,1,1,6,4,120:00:00,30,50,7,14,3,6,6,16,16,3,1,6,6,73:39:00,14,26,4,10,4,6,1,11,13,1,1,4,3,120:00:00,24,45,5,15,6,8,3,14,21,5,1,6,6
22301181,DAL,DET,67:10:00,11,21,2,6,2,4,0,10,9,1,1,7,3,120:00:00,20,39,4,13,2,4,0,19,15,4,4,11,4,73:05:00,10,28,3,9,2,2,2,11,7,4,2,4,2,120:00:00,23,47,5,12,2,2,2,18,14,7,3,5,5
22301171,PHI,ORL,82:00:00,17,34,8,16,13,15,1,11,10,1,3,5,8,120:00:00,22,43,11,20,13,15,2,17,13,3,3,6,14,70:12:00,13,28,3,9,10,15,2,11,7,0,2,3,6,120:00:00,22,45,3,11,14,19,5,17,12,3,2,7,10
22301178,MIN,ATL,71:28:00,13,24,2,9,3,4,3,15,11,3,3,6,10,120:00:00,19,38,6,19,12,14,4,19,16,5,4,8,12,79:23:00,15,33,1,8,9,12,1,8,9,2,0,7,7,120:00:00,18,42,1,11,10,16,3,15,12,2,0,8,14
22301184,LAC,UTA,49:20:00,11,18,3,7,4,5,6,3,6,2,2,2,1,120:00:00,23,45,5,18,9,13,8,12,10,3,3,6,8,56:46:00,9,20,3,9,4,7,3,6,3,2,0,4,4,120:00:00,23,48,4,22,11,14,9,14,13,3,1,5,8
22301180,SAS,DEN,79:26:00,12,27,3,10,9,13,0,16,9,1,1,8,4,120:00:00,18,40,5,16,9,13,3,19,11,2,1,11,8,74:24:00,21,33,7,12,5,5,1,11,9,2,1,3,3,120:00:00,27,51,8,20,6,7,3,18,16,4,2,4,7
22301175,NYK,BKN,84:23:00,9,28,5,12,6,6,2,7,8,2,1,2,6,120:00:00,18,43,9,17,9,10,4,12,12,3,1,3,7,81:42:00,18,33,4,10,5,6,6,12,9,0,2,4,4,120:00:00,25,45,8,18,5,6,7,15,12,2,2,4,9
22301177,MEM,LAL,91:59:00,22,46,10,22,8,11,5,8,9,6,2,3,7,120:00:00,23,51,10,25,8,11,7,12,12,7,2,4,11,82:30:00,19,32,6,14,8,10,2,12,14,2,2,10,4,120:00:00,24,41,9,20,11,13,2,17,16,2,3,10,7
22301172,WAS,CHI,83:13:00,17,31,9,19,6,10,1,15,10,1,1,5,4,120:00:00,22,45,10,25,8,12,2,17,17,3,2,5,7,77:49:00,19,34,6,12,5,7,4,14,10,3,2,4,8,120:00:00,26,51,8,17,5,7,7,19,17,5,3,6,10
22301176,MIA,TOR,77:08:00,18,30,6,14,5,6,3,8,15,1,0,1,5,120:00:00,25,43,9,22,7,8,3,14,21,3,1,1,8,76:35:00,13,27,2,9,8,9,2,11,8,0,0,7,7,120:00:00,18,37,4,13,10,11,3,13,11,0,0,8,10
22301185,SAC,PHX,93:10:00,17,36,4,12,9,10,2,14,8,9,0,2,5,120:00:00,20,43,5,15,9,10,2,15,11,9,0,4,8,88:14:00,14,28,2,7,7,7,1,14,6,1,1,12,7,120:00:00,17,36,4,13,7,7,1,18,9,2,2,12,8
22301173,BOS,CHA,82:29:00,21,39,6,19,0,0,3,12,14,2,0,3,5,120:00:00,30,52,7,21,2,5,9,19,17,6,0,4,8,75:00:00,10,23,3,9,2,2,0,8,10,1,2,7,3,120:00:00,16,37,8,16,3,4,1,11,12,1,3,11,9
22301174,CLE,IND,77:47:00,22,37,4,9,3,6,5,12,13,1,1,6,4,120:00:00,30,50,7,14,3,6,6,16,16,3,1,6,6,73:39:00,14,26,4,10,4,6,1,11,13,1,1,4,3,120:00:00,24,45,5,15,6,8,3,14,21,5,1,6,6
22301182,GSW,NOP,75:01:00,12,29,4,9,5,6,1,14,7,2,0,8,5,120:00:00,18,41,5,12,7,8,3,20,11,4,2,10,7,89:05:00,19,42,8,16,4,6,1,15,12,6,2,5,4,120:00:00,23,48,11,21,5,7,3,20,16,6,2,5,6
22301168,UTA,HOU,60:14:00,11,23,2,7,9,10,5,7,5,4,1,4,3,120:00:00,22,43,7,19,13,14,6,16,13,4,3,7,8,79:01:00,16,34,7,15,2,3,2,8,10,2,2,3,6,120:00:00,25,47,13,24,4,5,2,12,15,4,4,4,9
22301168,UTA,HOU,60:14:00,11,23,2,7,9,10,5,7,5,4,1,4,3,120:00:00,22,43,7,19,13,14,6,16,13,4,3,7,8,79:01:00,16,34,7,15,2,3,2,8,10,2,2,3,6,120:00:00,25,47,13,24,4,5,2,12,15,4,4,4,9
22301167,BOS,NYK,90:08:00,12,32,3,14,8,11,2,10,6,2,5,6,8,120:00:00,17,39,6,18,8,11,3,14,9,3,7,7,8,87:30:00,23,42,6,12,3,6,7,16,12,2,2,2,6,120:00:00,29,59,8,21,3,6,12,20,14,4,3,3,8
22301170,SAC,NOP,82:41:00,18,34,4,12,7,8,3,10,8,4,0,4,3,120:00:00,22,43,7,19,7,8,3,14,11,4,0,7,8,96:18:00,19,38,10,18,8,10,3,15,15,3,0,6,3,120:00:00,22,42,12,21,8,10,3,19,17,4,0,8,5
22301166,DET,CHI,84:29:00,15,27,8,15,4,6,2,10,12,3,1,8,4,120:00:00,19,37,10,21,7,11,3,15,15,3,2,12,6,91:44:00,22,38,3,10,2,5,2,13,18,5,1,5,5,120:00:00,28,49,6,15,2,5,5,13,19,8,1,6,7
22301169,POR,GSW,93:26:00,14,40,3,10,4,6,4,14,8,4,1,4,7,120:00:00,17,53,5,17,7,9,9,16,12,5,1,4,8,79:24:00,14,30,6,17,4,4,2,16,9,2,4,8,3,120:00:00,19,38,6,19,5,6,2,25,12,3,7,10,7
22301166,DET,CHI,84:29:00,15,27,8,15,4,6,2,10,12,3,1,8,4,120:00:00,19,37,10,21,7,11,3,15,15,3,2,12,6,91:44:00,22,38,3,10,2,5,2,13,18,5,1,5,5,120:00:00,28,49,6,15,2,5,5,13,19,8,1,6,7
22301170,SAC,NOP,82:41:00,18,34,4,12,7,8,3,10,8,4,0,4,3,120:00:00,22,43,7,19,7,8,3,14,11,4,0,7,8,96:18:00,19,38,10,18,8,10,3,15,15,3,0,6,3,120:00:00,22,42,12,21,8,10,3,19,17,4,0,8,5
22301169,POR,GSW,93:26:00,14,40,3,10,4,6,4,14,8,4,1,4,7,120:00:00,17,53,5,17,7,9,9,16,12,5,1,4,8,79:24:00,14,30,6,17,4,4,2,16,9,2,4,8,3,120:00:00,19,38,6,19,5,6,2,25,12,3,7,10,7
22301167,BOS,NYK,90:08:00,12,32,3,14,8,11,2,10,6,2,5,6,8,120:00:00,17,39,6,18,8,11,3,14,9,3,7,7,8,87:30:00,23,42,6,12,3,6,7,16,12,2,2,2,6,120:00:00,29,59,8,21,3,6,12,20,14,4,3,3,8
22301163,OKC,SAS,82:52:00,17,39,3,11,12,12,1,26,13,7,1,3,5,120:00:00,23,51,7,17,15,18,3,31,17,8,4,5,7,77:01:00,11,32,2,13,2,3,0,18,9,3,3,7,8,120:00:00,14,49,2,19,5,7,1,24,9,4,3,10,10
22301159,ATL,CHA,75:24:00,18,31,6,18,5,6,1,8,14,3,0,6,3,120:00:00,23,41,10,24,5,6,3,14,18,4,1,7,8,73:20:00,11,24,5,12,5,5,2,7,13,5,0,6,3,120:00:00,20,40,8,20,7,7,4,12,15,6,1,9,7
22301159,ATL,CHA,75:24:00,18,31,6,18,5,6,1,8,14,3,0,6,3,120:00:00,23,41,10,24,5,6,3,14,18,4,1,7,8,73:20:00,11,24,5,12,5,5,2,7,13,5,0,6,3,120:00:00,20,40,8,20,7,7,4,12,15,6,1,9,7
22301165,LAC,PHX,70:26:00,14,25,4,7,4,5,1,12,7,2,0,3,4,120:00:00,23,42,5,14,5,7,2,21,12,2,1,6,7,87:26:00,15,38,7,24,7,8,6,15,9,2,2,5,3,120:00:00,19,50,9,32,8,9,9,17,11,5,2,5,7
22301163,OKC,SAS,82:52:00,17,39,3,11,12,12,1,26,13,7,1,3,5,120:00:00,23,51,7,17,15,18,3,31,17,8,4,5,7,77:01:00,11,32,2,13,2,3,0,18,9,3,3,7,8,120:00:00,14,49,2,19,5,7,1,24,9,4,3,10,10
22301162,MIL,ORL,75:04:00,20,35,5,12,3,5,3,14,12,5,1,3,4,120:00:00,25,48,6,19,8,11,5,15,15,6,1,4,7,67:28:00,13,25,2,8,2,5,0,13,7,2,0,3,3,120:00:00,21,39,6,13,2,5,1,18,12,2,1,9,7
22301160,BKN,TOR,85:17:00,13,29,4,10,7,7,5,11,10,1,5,6,3,120:00:00,20,44,5,16,8,10,8,21,15,2,7,7,6,76:32:00,12,34,6,17,3,3,6,8,7,4,0,4,6,120:00:00,19,50,9,22,7,8,8,14,10,6,2,4,10
22301165,LAC,PHX,70:26:00,14,25,4,7,4,5,1,12,7,2,0,3,4,120:00:00,23,42,5,14,5,7,2,21,12,2,1,6,7,87:26:00,15,38,7,24,7,8,6,15,9,2,2,5,3,120:00:00,19,50,9,32,8,9,9,17,11,5,2,5,7
22301160,BKN,TOR,85:17:00,13,29,4,10,7,7,5,11,10,1,5,6,3,120:00:00,20,44,5,16,8,10,8,21,15,2,7,7,6,76:32:00,12,34,6,17,3,3,6,8,7,4,0,4,6,120:00:00,19,50,9,22,7,8,8,14,10,6,2,4,10
22301164,DEN,MIN,83:22:00,17,29,6,12,2,4,4,13,10,3,1,8,2,120:00:00,20,41,7,16,2,4,5,14,12,5,5,9,7,86:09:00,19,35,3,9,1,1,3,16,9,5,2,4,5,120:00:00,22,44,5,12,3,3,4,17,13,6,4,6,7
22301161,MIA,DAL,88:21:00,12,36,4,11,6,6,5,8,10,2,1,6,5,120:00:00,16,41,7,15,8,8,6,12,10,2,1,7,8,79:17:00,23,36,9,17,4,4,2,13,10,3,2,2,7,120:00:00,26,44,11,23,6,6,3,17,15,3,3,3,8
22301164,DEN,MIN,83:22:00,17,29,6,12,2,4,4,13,10,3,1,8,2,120:00:00,20,41,7,16,2,4,5,14,12,5,5,9,7,86:09:00,19,35,3,9,1,1,3,16,9,5,2,4,5,120:00:00,22,44,5,12,3,3,4,17,13,6,4,6,7
22301158,CLE,MEM,87:54:00,15,35,6,14,6,8,9,15,7,1,4,5,5,120:00:00,16,44,7,19,9,12,9,20,8,1,5,6,8,88:23:00,17,42,10,16,7,8,4,12,9,2,8,2,4,120:00:00,17,47,10,17,7,8,6,20,13,3,8,2,9
22301158,CLE,MEM,87:54:00,15,35,6,14,6,8,9,15,7,1,4,5,5,120:00:00,16,44,7,19,9,12,9,20,8,1,5,6,8,88:23:00,17,42,10,16,7,8,4,12,9,2,8,2,4,120:00:00,17,47,10,17,7,8,6,20,13,3,8,2,9
22301161,MIA,DAL,88:21:00,12,36,4,11,6,6,5,8,10,2,1,6,5,120:00:00,16,41,7,15,8,8,6,12,10,2,1,7,8,79:17:00,23,36,9,17,4,4,2,13,10,3,2,2,7,120:00:00,26,44,11,23,6,6,3,17,15,3,3,3,8
22301162,MIL,ORL,75:04:00,20,35,5,12,3,5,3,14,12,5,1,3,4,120:00:00,25,48,6,19,8,11,5,15,15,6,1,4,7,67:28:00,13,25,2,8,2,5,0,13,7,2,0,3,3,120:00:00,21,39,6,13,2,5,1,18,12,2,1,9,7
22301153,OKC,SAC,76:21:00,12,30,3,11,9,12,3,6,7,4,2,3,3,120:00:00,16,44,4,18,9,12,5,13,8,5,2,5,9,85:26:00,17,34,13,25,9,11,5,17,14,2,0,7,6,120:00:00,20,45,14,31,10,12,6,22,15,3,1,8,10
22301151,MEM,SAS,82:13:00,18,44,2,9,2,2,8,16,11,4,2,2,4,120:00:00,22,55,3,12,2,2,8,19,13,5,2,2,7,77:03:00,11,29,3,15,2,2,3,17,9,2,4,6,2,120:00:00,19,43,5,21,5,5,4,22,16,2,5,9,4
22301147,ATL,MIA,82:51:00,14,31,3,13,0,0,2,9,12,2,0,6,5,120:00:00,21,46,5,19,0,2,4,17,15,4,0,8,9,80:56:00,18,28,5,12,5,6,0,10,14,4,1,2,2,120:00:00,23,41,8,20,5,6,1,16,17,4,1,4,5
22301146,TOR,IND,80:19:00,16,34,3,11,5,6,5,7,8,5,2,5,7,120:00:00,27,53,3,13,7,8,9,12,11,5,3,5,9,71:26:00,12,22,4,12,11,15,3,8,6,1,3,7,4,120:00:00,23,44,8,23,11,15,7,13,12,4,3,9,6
22301154,UTA,DEN,73:16:00,10,26,3,8,0,0,7,11,6,0,0,7,0,120:00:00,21,48,6,15,5,5,9,17,11,0,1,9,3,79:27:00,22,40,7,16,1,2,7,9,14,7,1,2,1,120:00:00,28,55,8,20,1,3,10,15,19,7,2,2,3
22301146,TOR,IND,80:19:00,16,34,3,11,5,6,5,7,8,5,2,5,7,120:00:00,27,53,3,13,7,8,9,12,11,5,3,5,9,71:26:00,12,22,4,12,11,15,3,8,6,1,3,7,4,120:00:00,23,44,8,23,11,15,7,13,12,4,3,9,6
22301144,CHA,DAL,90:25:00,13,34,3,10,4,6,1,9,12,3,1,4,4,120:00:00,18,43,5,14,6,10,1,14,13,3,1,4,7,79:24:00,18,36,8,23,4,7,5,17,15,0,5,5,6,120:00:00,26,49,13,32,4,7,10,24,21,1,5,7,10
22301152,MIN,WAS,78:59:00,9,30,4,13,17,19,5,11,6,4,5,3,4,120:00:00,17,47,8,21,18,21,6,16,13,5,6,4,5,86:16:00,19,36,11,19,3,4,2,12,14,2,3,3,5,120:00:00,26,47,13,21,5,8,4,19,14,2,3,7,14
22301157,POR,NOP,88:25:00,19,31,5,12,0,0,4,16,14,1,0,6,5,120:00:00,24,43,7,19,0,0,5,19,18,1,0,8,7,86:38:00,17,38,6,15,10,11,3,11,8,3,0,1,1,120:00:00,18,44,6,19,10,11,4,14,12,5,0,3,3
22301152,MIN,WAS,78:59:00,9,30,4,13,17,19,5,11,6,4,5,3,4,120:00:00,17,47,8,21,18,21,6,16,13,5,6,4,5,86:16:00,19,36,11,19,3,4,2,12,14,2,3,3,5,120:00:00,26,47,13,21,5,8,4,19,14,2,3,7,14
22301156,PHX,LAC,84:22:00,9,36,0,4,6,8,3,5,9,5,2,5,2,120:00:00,13,46,1,9,6,8,4,13,9,7,3,5,5,85:35:00,20,34,6,6,3,3,5,23,17,2,1,8,6,120:00:00,26,47,9,15,5,5,6,30,20,3,1,8,9
